__v,_id,brand,device,devicetype,protocol,subdevice
0,6045c9cc56c8123a1d54a068,Dish Network,,Satellite,Dish_Network,2
0,6045c9cc56c8123a1d54a06a,Dish Network,,Satellite,Dish_Network,4
0,6045c9cc56c8123a1d54a06b,Dish Network,,Satellite,Dish_Network,5
0,6045c9cc56c8123a1d54a06c,Dish Network,,Satellite,Dish_Network,6
0,6045c9cc56c8123a1d54a06d,Dish Network,,Satellite,Dish_Network,7
0,6045c9cc56c8123a1d54a067,Dish Network,,Satellite,Dish_Network,1
0,6045c9cc56c8123a1d54a06e,Dish Network,,Satellite,Dish_Network,12
0,6045c9cc56c8123a1d54a06f,Dish Network,,Satellite,Dish_Network,31
0,6045c9cc56c8123a1d54a070,Dish Network,1,Satellite,Dish_Network,
0,6045c9cc56c8123a1d54a072,Dish Network,1,Satellite,Dish_Network,2
0,6045c9cc56c8123a1d54a071,Dish Network,1,Satellite,Dish_Network,1
0,6045c9cc56c8123a1d54a073,Dish Network,1,Satellite,Dish_Network,3
0,6045c9cc56c8123a1d54a074,Dish Network,1,Satellite,Dish_Network,4
0,6045c9cc56c8123a1d54a075,Dish Network,1,Satellite,Dish_Network,5
0,6045c9cc56c8123a1d54a076,Dish Network,1,Satellite,Dish_Network,6
0,6045c9cc56c8123a1d54a077,Dish Network,1,Satellite,Dish_Network,7
0,6045c9cc56c8123a1d54a079,Dish Network,4,Satellite,Dish_Network,
0,6045c9cc56c8123a1d54a078,Dish Network,1,Satellite,Dish_Network,12
0,6045c9cc56c8123a1d54a07a,Dish Network,4,Satellite,Dish_Network,5
0,6045c9cc56c8123a1d54a07b,Dish Network,8,Satellite,Dish_Network,
0,6045c9cc56c8123a1d54a07c,Dish Network,16,Satellite,Dish_Network,
0,6045c9cc56c8123a1d54a07d,Dish Network,24,Satellite,Dish_Network,
0,6045c9cc56c8123a1d54a07e,Dish Network,15,Satellite,RCA,-1
0,6045c9cc56c8123a1d54a07f,Dish Network,48,Satellite,Sony15,-1
0,6045c9cc56c8123a1d54a080,Echostar,,Dish Network,Dish_Network,
0,6045c9cc56c8123a1d54a082,Echostar,1,PVR SAT,Dish_Network,
0,6045c9cc56c8123a1d54a081,Echostar,,PVR SAT,Dish_Network,
0,6045c9cc56c8123a1d54a083,Echostar,2,Satelite DVR,Denon,-1
0,6045c9cc56c8123a1d54a084,Echostar,,Satelite DVR,Dish_Network,
0,6045c9cc56c8123a1d54a087,Echostar,1,Satelite DVR,Dish_Network,4
0,6045c9cc56c8123a1d54a086,Echostar,1,Satelite DVR,Dish_Network,
0,6045c9cc56c8123a1d54a085,Echostar,,Satelite DVR,Dish_Network,4
0,6045c9cd56c8123a1d54a089,Echostar,1,Sat/PVR Recorder Box,Dish_Network,4
0,6045c9cd56c8123a1d54a088,Echostar,,Sat/PVR Recorder Box,Dish_Network,4
0,6045c9cd56c8123a1d54a08a,Echostar,,DSS,Dish_Network,
0,6045c9cd56c8123a1d54a08c,Echostar,1,Satellite,Dish_Network,
0,6045c9cd56c8123a1d54a08e,Echostar,4,Satellite,NEC1,-1
0,6045c9cd56c8123a1d54a08b,Echostar,,Satellite,Dish_Network,
0,6045c9cd56c8123a1d54a08d,Echostar,16,Satellite,Dish_Network,
0,6045c9cd56c8123a1d54a08f,Echostar,,DVR,Dish_Network,
0,6045c9cd56c8123a1d54a090,Echostar,1,DVR,Dish_Network,
0,6045c9cd56c8123a1d54a091,Elan,,A/V Distributor,Velleman,-1
0,6045c9cd56c8123a1d54a092,Dwin,1,Video Processor,Sharp,-1
0,6045c9cd56c8123a1d54a093,Dwin,7,Video Processor,Zenith,
0,6045c9cd56c8123a1d54a094,Elan,15,DVD Manager,RC5,-1
0,6045c9cd56c8123a1d54a095,Elan,1,IR Router,Velleman,-1
0,6045c9cd56c8123a1d54a096,Elan,2,IR Router,Velleman,-1
0,6045c9cd56c8123a1d54a097,Elan,,Camera Switcher,NEC,-1
0,6045c9cd56c8123a1d54a098,Elan,,Camera Switcher,NEC1,-1
0,6045c9cd56c8123a1d54a09b,Elan,5,Master Controller,RECS80,-1
0,6045c9cd56c8123a1d54a09a,Elan,1,Master Controller,RECS80,-1
0,6045c9cd56c8123a1d54a099,Elan,,Master Controller,RECS80,-1
0,6045c9cd56c8123a1d54a09c,Elan,96,DMX,NEC1,-1
0,6045c9cd56c8123a1d54a09d,Elan,99,DMX,NEC1,-1
0,6045c9cd56c8123a1d54a09e,Elan,100,DMX,NEC1,-1
0,6045c9cd56c8123a1d54a09f,Elan,96,DMX,NEC2,-1
0,6045c9cd56c8123a1d54a0a0,Elan,14,DMX,RC5,-1
0,6045c9ce56c8123a1d54a0a3,Elan,1,HD,RECS80,-1
0,6045c9ce56c8123a1d54a0a1,Elan,2,HD,Lumagen,-1
0,6045c9ce56c8123a1d54a0a4,Elan,5,HD,RECS80,-1
0,6045c9ce56c8123a1d54a0a5,Elan,,HD,Velleman,-1
0,6045c9ce56c8123a1d54a0a7,Elan,4,HD,Velleman,-1
0,6045c9ce56c8123a1d54a0a2,Elan,,HD,RECS80,-1
0,6045c9ce56c8123a1d54a0a6,Elan,1,HD,Velleman,-1
0,6045c9ce56c8123a1d54a0a8,Elan,5,HD,Velleman,-1
0,6045c9ce56c8123a1d54a0a9,Elan,96,Jukebox,NEC,-1
0,6045c9ce56c8123a1d54a0aa,Elan,,Pre-Amplifier,RECS80,-1
0,6045c9ce56c8123a1d54a0ab,Elan,26,Satellite Radio,ScAtl-6,-1
0,6045c9ce56c8123a1d54a0ac,Elan,129,Tuner,NEC1,115
0,6045c9ce56c8123a1d54a0ad,Elan,,Video Controller,RECS80,-1
0,6045c9ce56c8123a1d54a0ae,Elan,,Video Switcher,Velleman,-1
0,6045c9ce56c8123a1d54a0af,Elan,1,Video Switcher,Velleman,-1
0,6045c9ce56c8123a1d54a0b2,Elan,,Volume Control,Velleman,-1
0,6045c9ce56c8123a1d54a0b0,Elan,1,Volume Control,NEC2,241
0,6045c9ce56c8123a1d54a0b1,Elan,255,Volume Control,NEC2,15
0,6045c9ce56c8123a1d54a0b3,Electrocompaniet,20,CD Player,RC5,-1
0,6045c9ce56c8123a1d54a0b4,Electrocompaniet,16,Integrated Amplifier,RC5,-1
0,6045c9cf56c8123a1d54a0b5,Electrokinetics,,Plasma Lift,NEC1,-1
0,6045c9cf56c8123a1d54a0b6,Elmo,128,Camera,NEC1,-1
0,6045c9cf56c8123a1d54a0b7,Elmo,132,Video Projector,NECx1,132
0,6045c9cf56c8123a1d54a0b8,Elmo,134,Video Projector,NECx1,134
0,6045c9cf56c8123a1d54a0b9,Emerson,40,VCR,Emerson,-1
0,6045c9cf56c8123a1d54a0ba,Emerson,4,VCR,NEC1,-1
0,6045c9cf56c8123a1d54a0bb,Emerson,21,VCR,Proton,-1
0,6045c9cf56c8123a1d54a0be,Emerson,135,TV,NEC1,34
0,6045c9cf56c8123a1d54a0bc,Emerson,135,TV,NEC,34
0,6045c9cf56c8123a1d54a0bd,Emerson,,TV,NEC1,-1
0,6045c9cf56c8123a1d54a0bf,Epson,131,Video Projector,NEC2,85
0,6045c9cf56c8123a1d54a0c0,Epson,131,Projector,NEC2,85
0,6045c9cf56c8123a1d54a0c3,Escient,91,CD Management,Sony15,-1
0,6045c9cf56c8123a1d54a0c1,Escient,,CD Management,Sejin-1-38,
0,6045c9cf56c8123a1d54a0c4,Escient,14,CD Management,XMP-1/2,
0,6045c9cf56c8123a1d54a0c5,Escient,14,CD Management,XMP-2,
0,6045c9cf56c8123a1d54a0c2,Escient,,CD Management,Sejin-1-56,
0,6045c9cf56c8123a1d54a0c7,Escient,8,DVD Library,Nokia12,-1
0,6045c9cf56c8123a1d54a0c6,Escient,1,DVD Library,MCE,22
0,6045c9cf56c8123a1d54a0cb,Escient,4,DVD Player,MCE,22
0,6045c9cf56c8123a1d54a0c8,Escient,1,DVD Player,MCE,22
0,6045c9cf56c8123a1d54a0ca,Escient,3,DVD Player,MCE,22
0,6045c9cf56c8123a1d54a0c9,Escient,2,DVD Player,MCE,22
0,6045c9cf56c8123a1d54a0cc,Escient,8,DVD Player,Nokia12,-1
0,6045c9d056c8123a1d54a0cd,Escient,15,Digital Jukebox,XMP,
0,6045c9d056c8123a1d54a0cf,Escient,15,Digital Jukebox,XMP-2,
0,6045c9d056c8123a1d54a0ce,Escient,15,Digital Jukebox,XMP-1/2,
0,6045c9d056c8123a1d54a0d1,Escient,15,Digital Media Receiver,RCA,-1
0,6045c9d056c8123a1d54a0d0,Escient,1,Digital Media Receiver,MCE,22
0,6045c9d056c8123a1d54a0d2,Escient,15,Hard Drive Recorder,XMP-1/2,
0,6045c9d056c8123a1d54a0d3,Escient,15,Hard Drive Recorder,XMP-2,
0,6045c9d056c8123a1d54a0d5,Escient,,CD Jukebox,Sejin-1-38,
0,6045c9d056c8123a1d54a0d6,Escient,,CD Jukebox,Sejin-1-56,
0,6045c9d056c8123a1d54a0d4,Escient,48,CD Jukebox,Mitsubishi,-1
0,6045c9d056c8123a1d54a0d7,Escient,91,CD Jukebox,Sony15,-1
0,6045c9d056c8123a1d54a0d8,Escient,15,CD Jukebox,XMP,
0,6045c9d056c8123a1d54a0d9,Escient,15,CD Jukebox,XMP-1/2,
0,6045c9d056c8123a1d54a0da,Escient,14,CD Jukebox,XMP-2,
0,6045c9d056c8123a1d54a0db,Escient,15,CD Jukebox,XMP-2,
0,6045c9d056c8123a1d54a0dd,Escient,1,MP3 Player,MCE,22
0,6045c9d056c8123a1d54a0df,Escient,14,MP3 Player,RCA-38,-1
0,6045c9d056c8123a1d54a0de,Escient,4,MP3 Player,MCE,22
0,6045c9d056c8123a1d54a0dc,Escient,,MP3 Player,G.I. Cable,-1
0,6045c9d056c8123a1d54a0e0,Escient,15,MP3 Player,RCA-38,-1
0,6045c9d056c8123a1d54a0e1,Escient,1,Media Manager,MCE,22
0,6045c9d056c8123a1d54a0e2,Escient,2,Media Manager,MCE,22
0,6045c9d056c8123a1d54a0e3,Escient,3,Media Manager,MCE,22
0,6045c9d056c8123a1d54a0e4,Escient,4,Media Manager,MCE,22
0,6045c9d056c8123a1d54a0e5,Escient,48,Media Manager,Mitsubishi,-1
0,6045c9d056c8123a1d54a0e6,Escient,33,Media Manager,Nokia,184
0,6045c9d056c8123a1d54a0e8,Escient,15,Media Manager,XMP,
0,6045c9d056c8123a1d54a0e7,Escient,15,Media Manager,RCA-38,-1
0,6045c9d056c8123a1d54a0e9,Escient,15,Media Manager,XMP-1/2,
0,6045c9d056c8123a1d54a0ea,Escient,15,Media Manager,XMP-2,
0,6045c9d056c8123a1d54a0ec,Escient,4,Media Server,MCE,22
0,6045c9d056c8123a1d54a0eb,Escient,1,Media Server,MCE,22
0,6045c9d056c8123a1d54a0ed,Esoteric Audio,133,DVD Player,NEC1,32
0,6045c9d056c8123a1d54a0ef,Extron,128,Switcher,NEC1,84
0,6045c9d056c8123a1d54a0ee,Extron,,Switcher,NEC1,-1
0,6045c9d156c8123a1d54a0f0,FSC,4,DVD Player,MCE,15
0,6045c9d156c8123a1d54a0f2,Faroudja,175,DVD Player,Pioneer,-1
0,6045c9d156c8123a1d54a0f1,Faroudja,163,DVD Player,Pioneer,-1
0,6045c9d156c8123a1d54a0f3,Faroudja,1,Line Doubler,RC5,-1
0,6045c9d156c8123a1d54a0f4,Faroudja,1,Line Quadrupler,RC5,-1
0,6045c9d156c8123a1d54a0f5,Faroudja,1,Video Processor,RC5,-1
0,6045c9d156c8123a1d54a0f6,Faroudja,27,Video Processor,RC5,-1
0,6045c9d156c8123a1d54a0f7,Faroudja,24,Video Projector,NEC1,-1
0,6045c9d156c8123a1d54a0f9,Faroudja,135,Video Projector,NEC1,78
0,6045c9d156c8123a1d54a0fa,Faroudja,,Video Projector,RC5,-1
0,6045c9d156c8123a1d54a0fb,Faroudja,1,Video Projector,RC5,-1
0,6045c9d156c8123a1d54a0fc,Faroudja,13,Video Projector,RC5,-1
0,6045c9d156c8123a1d54a0f8,Faroudja,24,Video Projector,NEC1,24
0,6045c9d156c8123a1d54a0fd,Faroudja,30,Video Projector,RC5,-1
0,6045c9d156c8123a1d54a0fe,Faroudja,1,Processor,RC5,-1
0,6045c9d156c8123a1d54a0ff,Fast,28,TVS,RC5,-1
0,6045c9d156c8123a1d54a100,Fast,28,TV,RC5,-1
0,6045c9d156c8123a1d54a101,Fedders,32,Air Conditioner,NEC1,-1
0,6045c9d256c8123a1d54a103,Fisher,,TV,NEC1,-1
0,6045c9d256c8123a1d54a104,Fisher,56,TV,NEC1,-1
0,6045c9d256c8123a1d54a102,Fisher,56,TV,NEC,-1
0,6045c9d256c8123a1d54a105,Fisher,56,TV,NEC2,-1
0,6045c9d256c8123a1d54a106,Fisher,48,Surround Processor,NEC1,48
0,6045c9d256c8123a1d54a107,Fisher,54,Surround Processor,NEC1,200
0,6045c9d256c8123a1d54a108,Fosgate,132,Surround Processor,NEC1,66
0,6045c9d256c8123a1d54a10b,Fosgate,131,Pre-Amplifier,NEC1,95
0,6045c9d256c8123a1d54a109,Fosgate,131,Pre-Amplifier,NEC,69
0,6045c9d256c8123a1d54a10c,Fosgate,64,Pre-Amplifier,NEC2,64
0,6045c9d256c8123a1d54a10d,Fosgate,131,Pre-Amplifier,NEC2,69
0,6045c9d256c8123a1d54a10a,Fosgate,64,Pre-Amplifier,NEC1,64
0,6045c9d256c8123a1d54a10e,Foxtel,33,Set Top Box,Nokia32,160
0,6045c9d256c8123a1d54a110,Friedrich,1,Air Conditioner,RC5,-1
0,6045c9d256c8123a1d54a10f,Friedrich,16,Air Conditioner,Fujitsu,-1
0,6045c9d256c8123a1d54a113,Fujitsu,132,Monitor,Fujitsu,139
0,6045c9d256c8123a1d54a112,Fujitsu,132,Monitor,Fujitsu,138
0,6045c9d256c8123a1d54a114,Fujitsu,132,Monitor,Fujitsu,140
0,6045c9d256c8123a1d54a111,Fujitsu,132,Monitor,Fujitsu,-1
0,6045c9d256c8123a1d54a115,Fujitsu,132,TV,Fujitsu,-1
0,6045c9d256c8123a1d54a11b,Fujitsu,132,Plasma,Fujitsu,138
0,6045c9d256c8123a1d54a116,Fujitsu,132,Plasma,Fujitsu,-1
0,6045c9d256c8123a1d54a11a,Fujitsu,132,Plasma,Fujitsu,136
0,6045c9d256c8123a1d54a119,Fujitsu,132,Plasma,Fujitsu,134
0,6045c9d256c8123a1d54a117,Fujitsu,132,Plasma,Fujitsu,129
0,6045c9d256c8123a1d54a11d,Fujitsu,132,Plasma,Fujitsu,140
0,6045c9d256c8123a1d54a11c,Fujitsu,132,Plasma,Fujitsu,139
0,6045c9d256c8123a1d54a11e,Fujitsu,132,Plasma,Fujitsu,141
0,6045c9d256c8123a1d54a118,Fujitsu,132,Plasma,Fujitsu,130
0,6045c9d256c8123a1d54a11f,Fujitsu,140,Plasma,Fujitsu,132
0,6045c9d256c8123a1d54a120,Fusion Research,17,DVD Server,RC5-7F,-1
0,6045c9d356c8123a1d54a122,GE,15,TV,RCA-38,-1
0,6045c9d356c8123a1d54a121,GE,15,TV,RCA,-1
0,6045c9d356c8123a1d54a125,GE,26,VCR,Sony20,73
0,6045c9d356c8123a1d54a123,GE,14,VCR,RCA,-1
0,6045c9d356c8123a1d54a124,GE,11,VCR,Sony12,-1
0,6045c9d356c8123a1d54a126,GE,15,Unknown,RCA,-1
0,6045c9d356c8123a1d54a127,Galaxis,13,Satellite,Nokia32,80
0,6045c9d356c8123a1d54a128,Gefen Systems,11,HDMI Switcher,RC5,-1
0,6045c9d356c8123a1d54a129,Gefen Systems,11,DVI Switcher,RC5,-1
0,6045c9d356c8123a1d54a12a,Gefen Systems,11,Matrix Switcher,RC5,-1
0,6045c9d356c8123a1d54a12b,Gefen Systems,24,Unknown,Denon,-1
0,6045c9d356c8123a1d54a12e,General Electric,26,VCR,Sony20,73
0,6045c9d356c8123a1d54a12c,General Electric,14,VCR,RCA,-1
0,6045c9d356c8123a1d54a12d,General Electric,11,VCR,Sony12,-1
0,6045c9d456c8123a1d54a12f,General Electric,15,TV,RCA,-1
0,6045c9d456c8123a1d54a130,General Instrument,130,Satellite,NEC1,110
0,6045c9d456c8123a1d54a131,General Instrument,1,Satellite,Sony12,-1
0,6045c9d456c8123a1d54a134,General Instrument,87,Cable Box,Mitsubishi,-1
0,6045c9d456c8123a1d54a135,General Instrument,64,Cable Box,NEC1,-1
0,6045c9d456c8123a1d54a136,General Instrument,122,Cable Box,NEC1,-1
0,6045c9d456c8123a1d54a137,General Instrument,15,Cable Box,Old),-1
0,6045c9d456c8123a1d54a139,General Instrument,,Cable Box,RC5,-1
0,6045c9d456c8123a1d54a138,General Instrument,144,Cable Box,Panasonic,
0,6045c9d456c8123a1d54a133,General Instrument,,Cable Box,G.I. Cable{1},-1
0,6045c9d456c8123a1d54a132,General Instrument,,Cable Box,G.I. Cable,-1
0,6045c9d456c8123a1d54a13a,General Instrument,1,Cable Box,Sony12,-1
0,6045c9d456c8123a1d54a13b,Genesis,,Theater in Box,NEC1,-1
0,6045c9d456c8123a1d54a13c,Gericom,3,Plasma,NEC2,-1
0,6045c9d456c8123a1d54a13d,Go Video,132,VCR,NEC1,98
0,6045c9d456c8123a1d54a13f,Go Video,5,VCR,NECx2,5
0,6045c9d456c8123a1d54a13e,Go Video,7,VCR,NECx1,7
0,6045c9d456c8123a1d54a140,Go Video,10,DVD Recorder,NEC1,247
0,6045c9d456c8123a1d54a141,Go Video,10,DVD Recorder,NEC2,247
0,6045c9d456c8123a1d54a142,Go Video,5,VCR/DVD Combo,Akai,-1
0,6045c9d456c8123a1d54a144,Go Video,110,VCR/DVD Combo,NEC1,-1
0,6045c9d456c8123a1d54a143,Go Video,33,VCR/DVD Combo,Mitsubishi,-1
0,6045c9d456c8123a1d54a145,Go Video,45,VCR/DVD Combo,NECx1,45
0,6045c9d456c8123a1d54a146,Go Video,5,VCR/DVD Combo,NECx2,5
0,6045c9d456c8123a1d54a147,Go Video,21,VCR/DVD Combo,Proton,-1
0,6045c9d456c8123a1d54a148,GoldStar,110,VCR,NEC1,-1
0,6045c9d456c8123a1d54a149,Goldmund,20,CD Player,RC5,-1
0,6045c9d556c8123a1d54a14a,Grand Tech,2,Cable Box,NEC1,-1
0,6045c9d556c8123a1d54a14b,Griffin,212,iPod,NEC1,190
0,6045c9d556c8123a1d54a14e,Grundig,2,Satellite,Proton,-1
0,6045c9d556c8123a1d54a14d,Grundig,8,Satellite,DirecTV,-1
0,6045c9d556c8123a1d54a14c,Grundig,1,Satellite,DirecTV,-1
0,6045c9d556c8123a1d54a14f,Grundig,,TV,Blaupunkt,-1
0,6045c9d556c8123a1d54a150,Grundig,127,Video Recorder,Grundig16-30,-1
0,6045c9d556c8123a1d54a151,Gryphon,16,Integrated Amplifier,RC5,-1
0,6045c9d556c8123a1d54a152,HQV,128,Video Processor,NEC1,-1
0,6045c9d556c8123a1d54a153,Harman Kardon,128,CD Changer,NEC1,112
0,6045c9d556c8123a1d54a154,Harman Kardon,128,Amplifier,NEC1,112
0,6045c9d556c8123a1d54a155,Harman Kardon,130,Amplifier,NEC1,114
0,6045c9d556c8123a1d54a156,Harman Kardon,132,Blu-Ray,NEC1,116
0,6045c9d656c8123a1d54a159,Harman Kardon,131,CD Player,NEC1,74
0,6045c9d656c8123a1d54a158,Harman Kardon,128,CD Player,NEC1,112
0,6045c9d656c8123a1d54a15a,Harman Kardon,128,CD Player,NEC2,112
0,6045c9d656c8123a1d54a15b,Harman Kardon,131,CD Player,NEC2,74
0,6045c9d656c8123a1d54a157,Harman Kardon,,CD Player,Akai,-1
0,6045c9d656c8123a1d54a15c,Harman Kardon,128,CD-R,NEC1,112
0,6045c9d656c8123a1d54a15d,Harman Kardon,130,Cassette Tape,NEC2,114
0,6045c9d656c8123a1d54a161,Harman Kardon,130,DVD Player,Pioneer,114
0,6045c9d656c8123a1d54a15f,Harman Kardon,130,DVD Player,NEC1,114
0,6045c9d656c8123a1d54a15e,Harman Kardon,130,DVD Player,NEC,114
0,6045c9d656c8123a1d54a160,Harman Kardon,130,DVD Player,NEC2,114
0,6045c9d656c8123a1d54a162,Harman Kardon,128,Pre-Amplifier,NEC1,112
0,6045c9d656c8123a1d54a163,Harman Kardon,128,Pre-Amplifier,NEC2,112
0,6045c9d656c8123a1d54a164,Harman Kardon,130,Pre-Amplifier,NEC2,114
0,6045c9d656c8123a1d54a167,Harman Kardon,128,Surround Processor,NEC1,112
0,6045c9d656c8123a1d54a169,Harman Kardon,128,Surround Processor,NEC2,112
0,6045c9d656c8123a1d54a16a,Harman Kardon,130,Surround Processor,NEC2,114
0,6045c9d656c8123a1d54a16b,Harman Kardon,,Surround Processor,RC5,-1
0,6045c9d656c8123a1d54a16d,Harman Kardon,6,Surround Processor,RC5,-1
0,6045c9d656c8123a1d54a165,Harman Kardon,128,Surround Processor,NEC,112
0,6045c9d656c8123a1d54a16c,Harman Kardon,5,Surround Processor,RC5,-1
0,6045c9d656c8123a1d54a16e,Harman Kardon,12,Surround Processor,RC5,-1
0,6045c9d656c8123a1d54a166,Harman Kardon,64,Surround Processor,NEC1,-1
0,6045c9d656c8123a1d54a168,Harman Kardon,130,Surround Processor,NEC1,114
0,6045c9d656c8123a1d54a16f,Harman Kardon,16,Surround Processor,RC5,-1
0,6045c9d656c8123a1d54a170,Harman Kardon,17,Surround Processor,RC5,-1
0,6045c9d656c8123a1d54a171,Harman Kardon,18,Surround Processor,RC5,-1
0,6045c9d656c8123a1d54a172,Harman Kardon,20,Surround Processor,RC5,-1
0,6045c9d656c8123a1d54a173,Harman Kardon,23,Surround Processor,RC5,-1
0,6045c9d656c8123a1d54a174,Harman Kardon,40,Receiver,Emerson,-1
0,6045c9d656c8123a1d54a175,Harman Kardon,128,Receiver,NEC,112
0,6045c9d656c8123a1d54a176,Harman Kardon,4,Receiver,NEC1,-1
0,6045c9d656c8123a1d54a177,Harman Kardon,128,Receiver,NEC1,112
0,6045c9d656c8123a1d54a179,Harman Kardon,132,Receiver,NEC1,66
0,6045c9d656c8123a1d54a178,Harman Kardon,130,Receiver,NEC1,114
0,6045c9d656c8123a1d54a17a,Harman Kardon,132,Receiver,NEC1,116
0,6045c9d656c8123a1d54a17b,Harman Kardon,134,Receiver,NEC1,118
0,6045c9d656c8123a1d54a17c,Harman Kardon,128,Receiver,NEC2,112
0,6045c9d656c8123a1d54a17d,Harman Kardon,130,Receiver,NEC2,114
0,6045c9d656c8123a1d54a17e,Harman Kardon,164,Receiver,NEC2,-1
0,6045c9d656c8123a1d54a17f,Harman Kardon,130,Receiver,Pioneer,114
0,6045c9d656c8123a1d54a180,Harman Kardon,161,Receiver,Pioneer,-1
0,6045c9d656c8123a1d54a181,Harman Kardon,7,Receiver,RCA-38,-1
0,6045c9d656c8123a1d54a184,Harman Kardon,130,Surround Receiver,NEC2,114
0,6045c9d656c8123a1d54a183,Harman Kardon,130,Surround Receiver,NEC1,114
0,6045c9d656c8123a1d54a182,Harman Kardon,128,Surround Receiver,NEC1,112
0,6045c9d656c8123a1d54a186,Harman Kardon,128,Tuner,NEC1,112
0,6045c9d656c8123a1d54a185,Harman Kardon,,Tuner,Akai,-1
0,6045c9d656c8123a1d54a187,Harman Kardon,130,Tuner,NEC1,114
0,6045c9d656c8123a1d54a188,Harman Kardon,130,Tuner,NEC2,114
0,6045c9d756c8123a1d54a189,Harman Kardon,130,Unknown,NEC2,114
0,6045c9d756c8123a1d54a18b,Harman Kardon,30,Video Projector,Barco,-1
0,6045c9d756c8123a1d54a18a,Harman Kardon,,Video Projector,Barco,-1
0,6045c9d756c8123a1d54a18c,Harman Kardon,1,Video Projector,Sharp,-1
0,6045c9d756c8123a1d54a18d,Harman Kardon,7,Video Projector,Zenith,
0,6045c9d756c8123a1d54a18f,Harman Kardon,130,iPod,NEC2,114
0,6045c9d756c8123a1d54a18e,Harman Kardon,130,iPod,NEC1,114
0,6045c9d756c8123a1d54a190,Harman Video,1,Video Projector,Sharp,-1
0,6045c9d756c8123a1d54a191,Harman Video,7,Video Projector,Zenith,
0,6045c9d756c8123a1d54a192,Harmony,11,PS3 Adaptor,Logitech,-1
0,6045c9d756c8123a1d54a193,Herma,5,Dipper,Akai,-1
0,6045c9d756c8123a1d54a194,Hewlett Packard,2,Plasma,MCE,17
0,6045c9d756c8123a1d54a195,Hewlett Packard,18,Plasma,MCE,17
0,6045c9d756c8123a1d54a196,Hewlett Packard,2,TV,MCE,17
0,6045c9d756c8123a1d54a197,Hewlett Packard,18,TV,MCE,17
0,6045c9d756c8123a1d54a198,Hirschmann,32,Satellite,NEC1,255
0,6045c9d756c8123a1d54a199,Hitachi,80,Cable Box,NEC1,-1
0,6045c9d856c8123a1d54a19a,Hitachi,102,DVD Player,Aiwa,
0,6045c9d856c8123a1d54a19b,Hitachi,40,DVD/VCR Combo,Emerson,-1
0,6045c9d856c8123a1d54a19d,Hitachi,128,DVD/VCR Combo,NEC1,35
0,6045c9d856c8123a1d54a19c,Hitachi,44,DVD/VCR Combo,Emerson,-1
0,6045c9d856c8123a1d54a19e,Hitachi,80,Display,NEC1,-1
0,6045c9d856c8123a1d54a19f,Hitachi,86,LCD,NEC1,171
0,6045c9d856c8123a1d54a1a0,Hitachi,80,Plasma,NEC1,-1
0,6045c9d856c8123a1d54a1a1,Hitachi,80,Plasma,NEC1,173
0,6045c9d856c8123a1d54a1a3,Hitachi,96,Monitor,NEC1,-1
0,6045c9d856c8123a1d54a1a2,Hitachi,80,Monitor,NEC1,-1
0,6045c9d856c8123a1d54a1a4,Hitachi,97,Monitor,NEC1,-1
0,6045c9d856c8123a1d54a1a5,Hitachi,96,Monitor,NEC2,-1
0,6045c9d856c8123a1d54a1a6,Hitachi,96,Monitor,NEC2,158
0,6045c9d856c8123a1d54a1a7,Hitachi,144,Monitor,Panasonic,
0,6045c9d856c8123a1d54a1a8,Hitachi,168,CD Player,Pioneer,-1
0,6045c9d856c8123a1d54a1ac,Hitachi,80,DSS,NEC1,-1
0,6045c9d856c8123a1d54a1aa,Hitachi,4,DSS,NEC1,-1
0,6045c9d856c8123a1d54a1a9,Hitachi,3,DSS,NEC1,-1
0,6045c9d856c8123a1d54a1ab,Hitachi,12,DSS,NEC1,251
0,6045c9d856c8123a1d54a1ad,Hitachi,96,DSS,NEC1,-1
0,6045c9d856c8123a1d54a1ae,Hitachi,97,DSS,NEC1,-1
0,6045c9d856c8123a1d54a1af,Hitachi,184,DSS,NEC1,
0,6045c9d856c8123a1d54a1b0,Hitachi,80,TV,NEC,-1
0,6045c9d856c8123a1d54a1b2,Hitachi,80,TV,NEC1,-1
0,6045c9d856c8123a1d54a1b4,Hitachi,80,TV,NEC1,173
0,6045c9d856c8123a1d54a1b5,Hitachi,96,TV,NEC1,-1
0,6045c9d856c8123a1d54a1b1,Hitachi,12,TV,NEC1,251
0,6045c9d856c8123a1d54a1b3,Hitachi,80,TV,NEC1,143
0,6045c9d856c8123a1d54a1b6,Hitachi,80,TV,NEC2,-1
0,6045c9d856c8123a1d54a1b7,Hitachi,,VCR,Barco,-1
0,6045c9d856c8123a1d54a1b8,Hitachi,40,VCR,Emerson,-1
0,6045c9d856c8123a1d54a1b9,Hitachi,44,VCR,Emerson,-1
0,6045c9d856c8123a1d54a1ba,Hitachi,96,VCR,NEC,-1
0,6045c9d856c8123a1d54a1bb,Hitachi,40,VCR,NEC1,-1
0,6045c9d856c8123a1d54a1bd,Hitachi,83,VCR,NEC1,-1
0,6045c9d856c8123a1d54a1be,Hitachi,96,VCR,NEC1,-1
0,6045c9d856c8123a1d54a1bf,Hitachi,96,VCR,NEC1,158
0,6045c9d856c8123a1d54a1c0,Hitachi,97,VCR,NEC1,-1
0,6045c9d856c8123a1d54a1bc,Hitachi,80,VCR,NEC1,-1
