__v,_id,brand,device,devicetype,protocol,subdevice
0,6045c9c356c8123a1d549f15,Classe Audio,25,DVD Player,RC5,-1
0,6045c9c356c8123a1d549f18,Classe Audio,7,DVD Player,RECS80,-1
0,6045c9c356c8123a1d549f14,Classe Audio,20,DVD Player,RC5,-1
0,6045c9c356c8123a1d549f17,Classe Audio,200,DVD Player,RC6,-1
0,6045c9c356c8123a1d549f19,Classe Audio,16,CRCD,RC5,-1
0,6045c9c356c8123a1d549f1a,Classe Audio,17,CRCD,RC5,-1
0,6045c9c356c8123a1d549f1b,Classe Audio,20,CRCD,RC5,-1
0,6045c9c356c8123a1d549f1c,Classe Audio,134,CD Player,NEC1,97
0,6045c9c356c8123a1d549f1d,Classe Audio,20,CD Player,RC5,-1
0,6045c9c356c8123a1d549f1e,Classe Audio,7,Integrated Amplifier,RECS80,-1
0,6045c9c356c8123a1d549f22,Classe Audio,3,Pre-Amplifier,RECS80,-1
0,6045c9c356c8123a1d549f1f,Classe Audio,25,Pre-Amplifier,RC5,-1
0,6045c9c356c8123a1d549f21,Classe Audio,200,Pre-Amplifier,RC6,-1
0,6045c9c356c8123a1d549f23,Classe Audio,7,Pre-Amplifier,RECS80,-1
0,6045c9c356c8123a1d549f20,Classe Audio,16,Pre-Amplifier,RC6,-1
0,6045c9c356c8123a1d549f25,Classe Audio,7,SACD,RECS80,-1
0,6045c9c356c8123a1d549f24,Classe Audio,20,SACD,RC5,-1
0,6045c9c356c8123a1d549f26,Classe Audio,25,Surround Processor,RC5,-1
0,6045c9c356c8123a1d549f27,Classe Audio,116,Surround Processor,RC6,-1
0,6045c9c356c8123a1d549f28,Classe Audio,200,Surround Processor,RC6,-1
0,6045c9c456c8123a1d549f2a,Classe Audio,200,Surround Sound,RC6,-1
0,6045c9c456c8123a1d549f29,Classe Audio,116,Surround Sound,RC6,-1
0,6045c9c456c8123a1d549f2c,Classe Audio,7,Tuner,RECS80,-1
0,6045c9c456c8123a1d549f2b,Classe Audio,17,Tuner,RC5,-1
0,6045c9c456c8123a1d549f2d,Coby,,TV,NEC1,127
0,6045c9c456c8123a1d549f2e,Coby,,DVD Player,NEC1,-1
0,6045c9c456c8123a1d549f2f,Colorado Vnet,110,Music Server,NEC2,146
0,6045c9c456c8123a1d549f33,Comcast,27,Cable Box,Panasonic_Old,-1
0,6045c9c456c8123a1d549f30,Comcast,,Cable Box,G.I. Cable,-1
0,6045c9c456c8123a1d549f31,Comcast,,Cable Box,G.I. Cable{1},-1
0,6045c9c456c8123a1d549f32,Comcast,15,Cable Box,Old),-1
0,6045c9c456c8123a1d549f34,Comcast,14,Cable Box,RCA-38,-1
0,6045c9c456c8123a1d549f35,Comcast,15,Cable Box,RCA-38,-1
0,6045c9c456c8123a1d549f36,Comcast,1,Cable Box,Sharp,-1
0,6045c9c456c8123a1d549f37,Comcast,62,Cable Box,XMP-1,16
0,6045c9c456c8123a1d549f38,Comcast,62,Cable Box,XMP-1/2,16
0,6045c9c456c8123a1d549f39,Comcast,15,Digital Cable,Old),-1
0,6045c9c456c8123a1d549f3a,Comcast,27,Digital Cable,Panasonic_Old,-1
0,6045c9c456c8123a1d549f3c,Comcast,14,HD Cable with DVR,RCA-38,-1
0,6045c9c456c8123a1d549f3b,Comcast,,HD Cable with DVR,G.I. Cable,-1
0,6045c9c456c8123a1d549f3d,Cool Sat,64,Satellite,NEC1,64
0,6045c9c556c8123a1d549f3f,Copland,129,CD Player,NEC1,49
0,6045c9c556c8123a1d549f3e,Copland,128,CD Player,NEC1,114
0,6045c9c556c8123a1d549f40,Corvo,27,Relaybox,RC5,-1
0,6045c9c556c8123a1d549f41,Cox,,Digital Cable,G.I. Cable,-1
0,6045c9c556c8123a1d549f42,Cox,,Digital Cable,G.I. Cable{1},-1
0,6045c9c556c8123a1d549f43,Cox,1,Digital Cable,Sony12,-1
0,6045c9c556c8123a1d549f44,Creek,16,Line/Volume Control,RC5,-1
0,6045c9c556c8123a1d549f46,Crestron,1,IR Receiver,RC5,-1
0,6045c9c556c8123a1d549f45,Crestron,,IR Receiver,RC5,-1
0,6045c9c556c8123a1d549f48,Crestron,3,IR Receiver,RC5,-1
0,6045c9c556c8123a1d549f47,Crestron,2,IR Receiver,RC5,-1
0,6045c9c556c8123a1d549f49,Crestron,4,IR Receiver,RC5,-1
0,6045c9c556c8123a1d549f4a,Crestron,30,Lighting Controller,RC5,-1
0,6045c9c556c8123a1d549f4b,Crestron,14,Music Server,RC5,-1
0,6045c9c556c8123a1d549f4c,Curtis Mathes,144,VCR,Panasonic,
0,6045c9c556c8123a1d549f4d,Curtis Mathes,144,VCR,Panasonic,1
0,6045c9c556c8123a1d549f4e,Cyberhome,114,DVD Player,NEC1,205
0,6045c9c656c8123a1d549f4f,Cyron,2,Lighting Controller,NEC1,189
0,6045c9c656c8123a1d549f50,D-LINK,8,MP3 Player,NEC1,230
0,6045c9c656c8123a1d549f51,D-LINK,18,MP3 Player,NEC1,37
0,6045c9c656c8123a1d549f52,D-LINK,8,MP3 Player,NEC2,230
0,6045c9c656c8123a1d549f53,D-LINK,8,Media Center,NEC,231
0,6045c9c656c8123a1d549f54,D-LINK,8,Media Center,NEC1,230
0,6045c9c656c8123a1d549f55,D-LINK,8,Media Center,NEC1,231
0,6045c9c656c8123a1d549f56,DK digital,,DVD Player,NEC1,-1
0,6045c9c656c8123a1d549f59,DLO,238,HomeDock,NEC1-f16,135
0,6045c9c656c8123a1d549f57,DLO,238,HomeDock,Apple,135
0,6045c9c656c8123a1d549f5a,DLO,238,HomeDock,NEC1-rnc,135
0,6045c9c656c8123a1d549f58,DLO,238,HomeDock,NEC1,135
0,6045c9c656c8123a1d549f5c,DVDO,132,Scaler,NEC,32
0,6045c9c656c8123a1d549f5d,DVDO,132,Scaler,NEC1,32
0,6045c9c656c8123a1d549f5b,DVDO,,Scaler,NEC,45
0,6045c9c656c8123a1d549f5f,DVDO,132,Video Processor,NEC,32
0,6045c9c656c8123a1d549f5e,DVDO,,Video Processor,NEC,45
0,6045c9c656c8123a1d549f60,DVDO,132,Video Processor,NEC1,32
0,6045c9c656c8123a1d549f61,Da Lite,,Screen,RECS80,-1
0,6045c9c656c8123a1d549f62,Daewoo,21,DVD Player,Proton,-1
0,6045c9c656c8123a1d549f64,Daewoo,6,TV,NECx1,6
0,6045c9c656c8123a1d549f65,Daewoo,20,TV,Proton,-1
0,6045c9c656c8123a1d549f63,Daewoo,4,TV,NEC1,-1
0,6045c9c656c8123a1d549f66,Daewoo,21,VCR,Proton,-1
0,6045c9c756c8123a1d549f67,Dantax,,DVD Player,NEC1,-1
0,6045c9c756c8123a1d549f68,Dedicated Micros,4,Camera Switcher,RC5,-1
0,6045c9c756c8123a1d549f69,Dell,,TV,MCE,28
0,6045c9c756c8123a1d549f6a,Dell,79,Video Projector,NEC2,80
0,6045c9c756c8123a1d549f6b,Delphi,27,Satellite Receiver,RC5,-1
0,6045c9c756c8123a1d549f6c,Denon,2,A/V Receiver,Denon,-1
0,6045c9c756c8123a1d549f6e,Denon,12,A/V Receiver,Denon,-1
0,6045c9c756c8123a1d549f6d,Denon,4,A/V Receiver,Denon,-1
0,6045c9c756c8123a1d549f6f,Denon,2,A/V Receiver,Denon-K,3
0,6045c9c756c8123a1d549f70,Denon,4,A/V Receiver,Denon-K,1
0,6045c9c756c8123a1d549f71,Denon,4,A/V Receiver,Denon-K,2
0,6045c9c756c8123a1d549f72,Denon,4,A/V Receiver,Denon-K,3
0,6045c9c756c8123a1d549f73,Denon,4,A/V Receiver,Denon-K,5
0,6045c9c756c8123a1d549f74,Denon,4,A/V Receiver,Denon-K,7
0,6045c9c756c8123a1d549f75,Denon,7,A/V Receiver,Denon-K,5
0,6045c9c756c8123a1d549f76,Denon,12,A/V Receiver,Denon{2},-1
0,6045c9c756c8123a1d549f78,Denon,4,AV Processor,Denon,-1
0,6045c9c756c8123a1d549f77,Denon,2,AV Processor,Denon,-1
0,6045c9c756c8123a1d549f79,Denon,12,AV Processor,Denon,-1
0,6045c9c756c8123a1d549f7c,Denon,6,Amplifier,Denon,-1
0,6045c9c756c8123a1d549f7a,Denon,2,Amplifier,Denon,-1
0,6045c9c756c8123a1d549f7e,Denon,12,Amplifier,Denon,-1
0,6045c9c756c8123a1d549f7b,Denon,4,Amplifier,Denon,-1
0,6045c9c756c8123a1d549f7d,Denon,8,Amplifier,Denon,-1
0,6045c9c756c8123a1d549f7f,Denon,2,Blu-Ray,Denon-K,1
0,6045c9c856c8123a1d549f80,Denon,4,CD Jukebox,Denon,-1
0,6045c9c856c8123a1d549f81,Denon,8,CD Jukebox,Denon,-1
0,6045c9c856c8123a1d549f83,Denon,6,CD Receiver,Denon,-1
0,6045c9c856c8123a1d549f84,Denon,8,CD Receiver,Denon,-1
0,6045c9c856c8123a1d549f85,Denon,12,CD Receiver,Denon,-1
0,6045c9c856c8123a1d549f82,Denon,4,CD Receiver,Denon,-1
0,6045c9c856c8123a1d549f86,Denon,4,CD Player,Denon,-1
0,6045c9c856c8123a1d549f88,Denon,8,CD Player,Denon,-1
0,6045c9c856c8123a1d549f8a,Denon,8,CD Player,Denon{2},-1
0,6045c9c856c8123a1d549f8b,Denon,168,CD Player,Pioneer,-1
0,6045c9c856c8123a1d549f89,Denon,8,CD Player,Denon{1},-1
0,6045c9c856c8123a1d549f87,Denon,6,CD Player,Denon,-1
0,6045c9c856c8123a1d549f8c,Denon,175,CD Player,Pioneer,-1
0,6045c9c856c8123a1d549f8f,Denon,8,Cassette Tape,Denon,-1
0,6045c9c856c8123a1d549f8d,Denon,2,Cassette Tape,Denon,-1
0,6045c9c856c8123a1d549f8e,Denon,4,Cassette Tape,Denon,-1
0,6045c9c856c8123a1d549f90,Denon,12,Cassette Tape,Denon,-1
0,6045c9c856c8123a1d549f91,Denon,4,DAT,Denon,-1
0,6045c9c856c8123a1d549f92,Denon,2,DVD Player,Denon,-1
0,6045c9c856c8123a1d549f94,Denon,6,DVD Player,Denon,-1
0,6045c9c856c8123a1d549f95,Denon,8,DVD Player,Denon,-1
0,6045c9c856c8123a1d549f96,Denon,2,DVD Player,Denon-K,1
0,6045c9c856c8123a1d549f97,Denon,8,DVD Player,Denon{2},-1
0,6045c9c856c8123a1d549f93,Denon,4,DVD Player,Denon,-1
0,6045c9c856c8123a1d549f98,Denon,176,DVD Player,Panasonic,
0,6045c9c856c8123a1d549f99,Denon,168,Laser Disc,Pioneer,-1
0,6045c9c856c8123a1d549f9a,Denon,6,Mini-Disc,Denon,-1
0,6045c9c856c8123a1d549f9b,Denon,2,Pre-Amplifier,Denon,-1
0,6045c9c856c8123a1d549f9c,Denon,12,Pre-Amplifier,Denon,-1
0,6045c9c856c8123a1d549fa0,Denon,4,Processor,Denon-K,1
0,6045c9c856c8123a1d549f9e,Denon,4,Processor,Denon,-1
0,6045c9c856c8123a1d549f9d,Denon,2,Processor,Denon,-1
0,6045c9c856c8123a1d549f9f,Denon,12,Processor,Denon,-1
0,6045c9c856c8123a1d549fa1,Denon,4,Processor,Denon-K,3
0,6045c9c856c8123a1d549fa2,Denon,4,Processor,Denon-K,5
0,6045c9c956c8123a1d549fa3,Denon,4,Receiver/CD,Denon,-1
0,6045c9c956c8123a1d549fa4,Denon,6,Receiver/CD,Denon,-1
0,6045c9c956c8123a1d549fa6,Denon,12,Receiver/CD,Denon,-1
0,6045c9c956c8123a1d549fa5,Denon,8,Receiver/CD,Denon,-1
0,6045c9c956c8123a1d549fa9,Denon,6,Receiver,Denon,-1
0,6045c9c956c8123a1d549fa8,Denon,4,Receiver,Denon,-1
0,6045c9c956c8123a1d549fa7,Denon,2,Receiver,Denon,-1
0,6045c9c956c8123a1d549faa,Denon,8,Receiver,Denon,-1
0,6045c9c956c8123a1d549fab,Denon,12,Receiver,Denon,-1
0,6045c9c956c8123a1d549fad,Denon,4,Receiver,Denon-K,1
0,6045c9c956c8123a1d549fae,Denon,4,Receiver,Denon-K,2
0,6045c9c956c8123a1d549fac,Denon,2,Receiver,Denon-K,3
0,6045c9c956c8123a1d549faf,Denon,4,Receiver,Denon-K,3
0,6045c9c956c8123a1d549fb0,Denon,4,Receiver,Denon-K,5
0,6045c9c956c8123a1d549fb1,Denon,4,Receiver,Denon-K,7
0,6045c9c956c8123a1d549fb3,Denon,7,Receiver,Denon-K,5
0,6045c9c956c8123a1d549fb2,Denon,7,Receiver,Denon-K,4
0,6045c9c956c8123a1d549fb4,Denon,7,Receiver,Denon-K,6
0,6045c9c956c8123a1d549fb5,Denon,7,Receiver,Denon-K,7
0,6045c9c956c8123a1d549fb6,Denon,7,Receiver,Denon-K,8
0,6045c9c956c8123a1d549fb7,Denon,2,Receiver,Denon{1},-1
0,6045c9c956c8123a1d549fb8,Denon,4,Receiver,Denon{1},-1
0,6045c9c956c8123a1d549fb9,Denon,12,Receiver,Denon{1},-1
0,6045c9c956c8123a1d549fba,Denon,2,Receiver,Denon{2},-1
0,6045c9c956c8123a1d549fbb,Denon,6,Receiver,Denon{2},-1
0,6045c9c956c8123a1d549fbc,Denon,12,Receiver,Denon{2},-1
0,6045c9c956c8123a1d549fbd,Denon,80,Receiver,NEC1,-1
0,6045c9c956c8123a1d549fbe,Denon,96,Receiver,NEC1,-1
0,6045c9c956c8123a1d549fbf,Denon,97,Receiver,NEC2,-1
0,6045c9c956c8123a1d549fc0,Denon,2,Surround Receiver,Denon,-1
0,6045c9c956c8123a1d549fc1,Denon,4,Surround Receiver,Denon,-1
0,6045c9c956c8123a1d549fc3,Denon,12,Surround Receiver,Denon{1},-1
0,6045c9c956c8123a1d549fc2,Denon,12,Surround Receiver,Denon,-1
0,6045c9c956c8123a1d549fc4,Denon,2,Surround Receiver,Denon{2},-1
0,6045c9c956c8123a1d549fc5,Denon,12,Surround Receiver,Denon{2},-1
0,6045c9c956c8123a1d549fc6,Denon,176,Unknown,Panasonic,
0,6045c9c956c8123a1d549fc7,Digital Music Expres,38,DMX,ScAtl-6,-1
0,6045c9c956c8123a1d549fcb,Denon,6,Tuner,??Kaseikyo-84.50,4
0,6045c9c956c8123a1d549fc9,Denon,6,Tuner,??Kaseikyo-84.50,2
0,6045c9c956c8123a1d549fca,Denon,6,Tuner,??Kaseikyo-84.50,3
0,6045c9c956c8123a1d549fcc,Denon,6,Tuner,??Kaseikyo-84.50,5
0,6045c9c956c8123a1d549fc8,Denon,6,Tuner,??Kaseikyo-84.50,1
0,6045c9c956c8123a1d549fce,Denon,6,Tuner,??Kaseikyo-84.50,18
0,6045c9c956c8123a1d549fcf,Denon,6,Tuner,??Kaseikyo-84.50,19
0,6045c9c956c8123a1d549fd0,Denon,6,Tuner,??Kaseikyo-84.50,20
0,6045c9c956c8123a1d549fcd,Denon,6,Tuner,??Kaseikyo-84.50,17
0,6045c9c956c8123a1d549fd1,Denon,6,Tuner,??Kaseikyo-84.50,21
0,6045c9c956c8123a1d549fd2,Denon,6,Tuner,??Kaseikyo-84.50,22
0,6045c9c956c8123a1d549fd3,Denon,6,Tuner,??Kaseikyo-84.50,33
0,6045c9c956c8123a1d549fd4,Denon,6,Tuner,??Kaseikyo-84.50,34
0,6045c9c956c8123a1d549fd5,Denon,6,Tuner,??Kaseikyo-84.50,35
0,6045c9c956c8123a1d549fd6,Denon,6,Tuner,??Kaseikyo-84.50,37
0,6045c9c956c8123a1d549fd7,Denon,6,Tuner,??Kaseikyo-84.50,38
0,6045c9c956c8123a1d549fd8,Denon,6,Tuner,??Kaseikyo-84.50,49
0,6045c9c956c8123a1d549fd9,Denon,6,Tuner,??Kaseikyo-84.50,50
0,6045c9c956c8123a1d549fda,Denon,6,Tuner,??Kaseikyo-84.50,51
0,6045c9c956c8123a1d549fdb,Denon,6,Tuner,??Kaseikyo-84.50,52
0,6045c9c956c8123a1d549fdc,Denon,6,Tuner,??Kaseikyo-84.50,54
0,6045c9c956c8123a1d549fdd,Denon,6,Tuner,??Kaseikyo-84.50,65
0,6045c9c956c8123a1d549fde,Denon,6,Tuner,??Kaseikyo-84.50,67
0,6045c9c956c8123a1d549fdf,Denon,6,Tuner,??Kaseikyo-84.50,68
0,6045c9c956c8123a1d549fe0,Denon,6,Tuner,??Kaseikyo-84.50,69
0,6045c9c956c8123a1d549fe1,Denon,6,Tuner,??Kaseikyo-84.50,70
0,6045c9c956c8123a1d549fe2,Denon,6,Tuner,??Kaseikyo-84.50,81
0,6045c9c956c8123a1d549fe3,Denon,6,Tuner,??Kaseikyo-84.50,82
0,6045c9c956c8123a1d549fe4,Denon,6,Tuner,??Kaseikyo-84.50,84
0,6045c9c956c8123a1d549fe5,Denon,6,Tuner,??Kaseikyo-84.50,85
0,6045c9c956c8123a1d549fe6,Denon,6,Tuner,??Kaseikyo-84.50,86
0,6045c9c956c8123a1d549fe7,Denon,6,Tuner,??Kaseikyo-84.50,97
0,6045c9c956c8123a1d549fe8,Denon,6,Tuner,??Kaseikyo-84.50,98
0,6045c9c956c8123a1d549fe9,Denon,6,Tuner,??Kaseikyo-84.50,99
0,6045c9c956c8123a1d549fea,Denon,6,Tuner,??Kaseikyo-84.50,100
0,6045c9c956c8123a1d549feb,Denon,6,Tuner,??Kaseikyo-84.50,101
0,6045c9c956c8123a1d549fec,Denon,6,Tuner,??Kaseikyo-84.50,102
0,6045c9c956c8123a1d549fed,Denon,6,Tuner,??Kaseikyo-84.50,114
0,6045c9c956c8123a1d549fee,Denon,6,Tuner,??Kaseikyo-84.50,115
0,6045c9c956c8123a1d549fef,Denon,6,Tuner,??Kaseikyo-84.50,116
0,6045c9c956c8123a1d549ff0,Denon,6,Tuner,??Kaseikyo-84.50,117
0,6045c9c956c8123a1d549ff1,Denon,6,Tuner,??Kaseikyo-84.50,118
0,6045c9c956c8123a1d549ff2,Denon,6,Tuner,??Kaseikyo-84.50,129
0,6045c9c956c8123a1d549ff3,Denon,6,Tuner,??Kaseikyo-84.50,130
0,6045c9c956c8123a1d549ff4,Denon,6,Tuner,??Kaseikyo-84.50,131
0,6045c9c956c8123a1d549ff8,Denon,6,Tuner,??Kaseikyo-84.50,145
0,6045c9c956c8123a1d549ff5,Denon,6,Tuner,??Kaseikyo-84.50,132
0,6045c9c956c8123a1d549ff7,Denon,6,Tuner,??Kaseikyo-84.50,134
0,6045c9c956c8123a1d549ff9,Denon,6,Tuner,??Kaseikyo-84.50,146
0,6045c9c956c8123a1d549ff6,Denon,6,Tuner,??Kaseikyo-84.50,133
0,6045c9c956c8123a1d549ffa,Denon,6,Tuner,??Kaseikyo-84.50,147
0,6045c9c956c8123a1d549ffb,Denon,6,Tuner,??Kaseikyo-84.50,148
0,6045c9c956c8123a1d549ffc,Denon,6,Tuner,??Kaseikyo-84.50,149
0,6045c9c956c8123a1d549ffd,Denon,6,Tuner,??Kaseikyo-84.50,150
0,6045c9c956c8123a1d549ffe,Denon,6,Tuner,??Kaseikyo-84.50,161
0,6045c9c956c8123a1d549fff,Denon,6,Tuner,??Kaseikyo-84.50,162
0,6045c9c956c8123a1d54a000,Denon,6,Tuner,??Kaseikyo-84.50,163
0,6045c9c956c8123a1d54a001,Denon,6,Tuner,??Kaseikyo-84.50,164
0,6045c9c956c8123a1d54a002,Denon,6,Tuner,??Kaseikyo-84.50,165
0,6045c9c956c8123a1d54a003,Denon,6,Tuner,??Kaseikyo-84.50,166
0,6045c9c956c8123a1d54a004,Denon,6,Tuner,??Kaseikyo-84.50,177
0,6045c9c956c8123a1d54a005,Denon,6,Tuner,??Kaseikyo-84.50,178
0,6045c9c956c8123a1d54a006,Denon,6,Tuner,??Kaseikyo-84.50,179
0,6045c9c956c8123a1d54a007,Denon,6,Tuner,??Kaseikyo-84.50,180
0,6045c9c956c8123a1d54a008,Denon,6,Tuner,??Kaseikyo-84.50,181
0,6045c9c956c8123a1d54a009,Denon,6,Tuner,??Kaseikyo-84.50,182
0,6045c9c956c8123a1d54a00a,Denon,6,Tuner,??Kaseikyo-84.50,193
0,6045c9c956c8123a1d54a00b,Denon,6,Tuner,??Kaseikyo-84.50,194
0,6045c9c956c8123a1d54a00c,Denon,6,Tuner,??Kaseikyo-84.50,195
0,6045c9c956c8123a1d54a00d,Denon,6,Tuner,??Kaseikyo-84.50,196
0,6045c9c956c8123a1d54a00e,Denon,6,Tuner,??Kaseikyo-84.50,197
0,6045c9c956c8123a1d54a00f,Denon,6,Tuner,??Kaseikyo-84.50,198
0,6045c9c956c8123a1d54a010,Denon,6,Tuner,??Kaseikyo-84.50,209
0,6045c9c956c8123a1d54a011,Denon,6,Tuner,??Kaseikyo-84.50,210
0,6045c9c956c8123a1d54a012,Denon,6,Tuner,??Kaseikyo-84.50,211
0,6045c9c956c8123a1d54a013,Denon,6,Tuner,??Kaseikyo-84.50,212
0,6045c9c956c8123a1d54a014,Denon,6,Tuner,??Kaseikyo-84.50,213
0,6045c9c956c8123a1d54a015,Denon,6,Tuner,??Kaseikyo-84.50,214
0,6045c9c956c8123a1d54a016,Denon,6,Tuner,??Kaseikyo-84.50,225
0,6045c9c956c8123a1d54a017,Denon,6,Tuner,??Kaseikyo-84.50,226
0,6045c9c956c8123a1d54a018,Denon,6,Tuner,??Kaseikyo-84.50,227
0,6045c9c956c8123a1d54a019,Denon,6,Tuner,??Kaseikyo-84.50,228
0,6045c9c956c8123a1d54a01a,Denon,6,Tuner,??Kaseikyo-84.50,229
0,6045c9c956c8123a1d54a01b,Denon,6,Tuner,??Kaseikyo-84.50,230
0,6045c9c956c8123a1d54a01c,Denon,6,Tuner,??Kaseikyo-84.50,241
0,6045c9c956c8123a1d54a01d,Denon,6,Tuner,??Kaseikyo-84.50,242
0,6045c9c956c8123a1d54a01e,Denon,6,Tuner,??Kaseikyo-84.50,243
0,6045c9c956c8123a1d54a01f,Denon,6,Tuner,??Kaseikyo-84.50,244
0,6045c9c956c8123a1d54a020,Denon,6,Tuner,??Kaseikyo-84.50,245
0,6045c9c956c8123a1d54a021,Denon,6,Tuner,??Kaseikyo-84.50,246
0,6045c9c956c8123a1d54a022,Denon,2,Tuner,Denon,-1
0,6045c9c956c8123a1d54a023,Denon,12,Tuner,Denon,-1
0,6045c9c956c8123a1d54a024,Denon,12,Tuner,Denon{1},-1
0,6045c9c956c8123a1d54a025,Denon,6,Tuner,Kaseikyo-84.50,6
0,6045c9c956c8123a1d54a026,Denon,6,Tuner,Kaseikyo-84.50,36
0,6045c9c956c8123a1d54a027,Denon,6,Tuner,Kaseikyo-84.50,53
0,6045c9c956c8123a1d54a028,Denon,6,Tuner,Kaseikyo-84.50,66
0,6045c9c956c8123a1d54a029,Denon,6,Tuner,Kaseikyo-84.50,83
0,6045c9c956c8123a1d54a02a,Denon,6,Tuner,Kaseikyo-84.50,113
0,6045c9c956c8123a1d54a02b,Digital Projection,32,Projector,NEC1,-1
0,6045c9c956c8123a1d54a02d,Digital Projection,32,Video Projector,NEC2,-1
0,6045c9c956c8123a1d54a02c,Digital Projection,32,Video Projector,NEC1,-1
0,6045c9c956c8123a1d54a02e,Digital Projection,58,Video Scaler,NEC1,-1
0,6045c9ca56c8123a1d54a02f,Digital Stream,4,HDTV Tuner,NEC1,2
0,6045c9ca56c8123a1d54a030,DigitalView,128,HDTV Tuner,NEC1,-1
0,6045c9ca56c8123a1d54a031,DirecTV,12,Basic Satellite,DirecTV,-1
0,6045c9ca56c8123a1d54a032,DirecTV,7,Basic Satellite,RCA,-1
0,6045c9ca56c8123a1d54a033,DirecTV,12,DSS,DirecTV,-1
0,6045c9ca56c8123a1d54a035,DirecTV,133,DVR,Tivo unit=1,48
0,6045c9ca56c8123a1d54a034,DirecTV,133,DVR,Tivo unit=0,48
0,6045c9ca56c8123a1d54a036,DirecTV,12,HDTV Tuner,DirecTV,-1
0,6045c9ca56c8123a1d54a037,DirecTV,2,Receiver HDDVR,DirecTV,-1
0,6045c9ca56c8123a1d54a039,DirecTV,12,Receiver HDDVR,DirecTV,-1
0,6045c9ca56c8123a1d54a038,DirecTV,3,Receiver HDDVR,DirecTV,-1
0,6045c9ca56c8123a1d54a03a,DirecTV,13,Receiver HDDVR,DirecTV,-1
0,6045c9ca56c8123a1d54a03b,DirecTV,71,Receiver HDDVR,Mitsubishi,-1
0,6045c9ca56c8123a1d54a03d,DirecTV,15,Receiver HDDVR,Old),-1
0,6045c9ca56c8123a1d54a03c,DirecTV,64,Receiver HDDVR,NEC1,-1
0,6045c9ca56c8123a1d54a040,DirecTV,12,Receiver HD,NEC1,251
0,6045c9ca56c8123a1d54a03e,DirecTV,12,Receiver HD,DirecTV,-1
0,6045c9ca56c8123a1d54a03f,DirecTV,13,Receiver HD,DirecTV,-1
0,6045c9ca56c8123a1d54a041,DirecTV,12,Receiver SD,DirecTV,-1
0,6045c9ca56c8123a1d54a042,DirecTV,13,Receiver SD,DirecTV,-1
0,6045c9ca56c8123a1d54a045,DirecTV,133,Receiver SDDVR,Tivo unit=0,48
0,6045c9ca56c8123a1d54a043,DirecTV,12,Receiver SDDVR,DirecTV,-1
0,6045c9ca56c8123a1d54a044,DirecTV,15,Receiver SDDVR,Old),-1
0,6045c9ca56c8123a1d54a046,DirecTV,133,Receiver/HDR,Tivo unit=0,48
0,6045c9cb56c8123a1d54a049,DirecTV,133,Satellite,Tivo unit=0,48
0,6045c9cb56c8123a1d54a047,DirecTV,12,Satellite,DirecTV,-1
0,6045c9cb56c8123a1d54a048,DirecTV,4,Satellite,NEC1,-1
0,6045c9cb56c8123a1d54a04a,DirecTV,133,Tivo/Sat Reciever,Tivo unit=0,48
0,6045c9cb56c8123a1d54a04b,DirecTV,133,Tivo/Sat Reciever,Tivo unit=1,48
0,6045c9cb56c8123a1d54a04d,DirecTV,12,Unknown,NEC1,251
0,6045c9cb56c8123a1d54a04c,DirecTV,12,Unknown,DirecTV,-1
0,6045c9cb56c8123a1d54a04e,DirecTV,15,Unknown,RCA (Old),-1
0,6045c9cb56c8123a1d54a04f,Dish Network,,Satelite DVR,Dish_Network,
0,6045c9cb56c8123a1d54a051,Dish Network,15,Satelite DVR,RCA,-1
0,6045c9cb56c8123a1d54a050,Dish Network,1,Satelite DVR,Dish_Network,
0,6045c9cb56c8123a1d54a052,Draper,,Electric Screen,RECS80,-1
0,6045c9cb56c8123a1d54a053,Draper,,Dropdown Screen,RECS80,-1
0,6045c9cb56c8123a1d54a054,Draper,2,Screen,Akai,-1
0,6045c9cb56c8123a1d54a055,Draper,,Screen,RECS80,-1
0,6045c9cb56c8123a1d54a059,Dream,25,Satellite,XMP-1,
0,6045c9cb56c8123a1d54a057,Dream,10,Satellite,XMP-1,
0,6045c9cb56c8123a1d54a056,Dream,,Satellite,RC5,-1
0,6045c9cb56c8123a1d54a058,Dream,11,Satellite,XMP-1,
0,6045c9cb56c8123a1d54a05a,Dream,26,Satellite,XMP-1,
0,6045c9cb56c8123a1d54a05b,Dream,41,Satellite,XMP-1,
0,6045c9cb56c8123a1d54a05c,Dream,10,Satellite,XMP-1/2,
0,6045c9cb56c8123a1d54a05d,Dream,26,Satellite,XMP-1/2,
0,6045c9cb56c8123a1d54a05e,Dream Vision,135,DLP Projector,NEC1,78
0,6045c9cc56c8123a1d54a05f,Dwin,15,Plasma,Old),-1
0,6045c9cc56c8123a1d54a060,Dwin,15,Projector,Old),-1
0,6045c9cc56c8123a1d54a061,Dwin,1,Line Multiplier,Sharp,-1
0,6045c9cc56c8123a1d54a062,Dwin,15,TV,Old),-1
0,6045c9cc56c8123a1d54a064,Dwin,7,Video Projector,Zenith,
0,6045c9cc56c8123a1d54a063,Dwin,15,Video Projector,Old),-1
0,6045c9cc56c8123a1d54a066,Dish Network,,Satellite,Dish_Network,
0,6045c9cc56c8123a1d54a065,Dish Network,28,Satellite,Barco,-1
0,6045c9cc56c8123a1d54a069,Dish Network,,Satellite,Dish_Network,3
