__v,_id,brand,devicetype
0,6045c92ea949c739d34f3975,General Electric,VCR
0,6045c92ea949c739d34f3974,General Electric,TV
0,6045c92ea949c739d34f3977,General Instrument,Satellite
0,6045c92ea949c739d34f3976,General Instrument,Cable Box
0,6045c92ea949c739d34f3978,Genesis,Theater in Box
0,6045c92ea949c739d34f3979,Gericom,Plasma
0,6045c92ea949c739d34f397b,Go Video,VCR
0,6045c92ea949c739d34f397a,Go Video,DVD Recorder
0,6045c92ea949c739d34f397c,Go Video,VCR/DVD Combo
0,6045c92ea949c739d34f397d,GoldStar,VCR
0,6045c92ea949c739d34f397e,Goldmund,CD Player
0,6045c92ea949c739d34f397f,Grand Tech,Cable Box
0,6045c92ea949c739d34f3980,Griffin,iPod
0,6045c92ea949c739d34f3981,Grundig,Satellite
0,6045c92ea949c739d34f3982,Grundig,TV
0,6045c92ea949c739d34f3983,Grundig,Video Recorder
0,6045c92fa949c739d34f3984,Gryphon,Integrated Amplifier
0,6045c92fa949c739d34f3985,HQV,Video Processor
0,6045c92fa949c739d34f3988,Harman Kardon,CD Changer
0,6045c92fa949c739d34f3986,Harman Kardon,Amplifier
0,6045c92fa949c739d34f3987,Harman Kardon,Blu-Ray
0,6045c92fa949c739d34f3989,Harman Kardon,CD Player
0,6045c92fa949c739d34f398a,Harman Kardon,CD-R
0,6045c92fa949c739d34f398b,Harman Kardon,Cassette Tape
0,6045c92fa949c739d34f398c,Harman Kardon,DVD Player
0,6045c92fa949c739d34f398d,Harman Kardon,Pre-Amplifier
0,6045c92fa949c739d34f398e,Harman Kardon,Receiver
0,6045c92fa949c739d34f398f,Harman Kardon,Surround Processor
0,6045c92fa949c739d34f3990,Harman Kardon,Surround Receiver
0,6045c92fa949c739d34f3991,Harman Kardon,Tuner
0,6045c92fa949c739d34f3992,Harman Kardon,Unknown
0,6045c92fa949c739d34f3993,Harman Kardon,Video Projector
0,6045c92fa949c739d34f3994,Harman Kardon,iPod
0,6045c92fa949c739d34f3995,Harman Video,Video Projector
0,6045c92fa949c739d34f3996,Harmony,PS3 Adaptor
0,6045c92fa949c739d34f3997,Herma,Dipper
0,6045c92fa949c739d34f3998,Hewlett Packard,Plasma
0,6045c92fa949c739d34f3999,Hewlett Packard,TV
0,6045c92fa949c739d34f399a,Hirschmann,Satellite
0,6045c92fa949c739d34f399c,Hitachi,Cable Box
0,6045c92fa949c739d34f399e,Hitachi,DVD Player
0,6045c92fa949c739d34f399f,Hitachi,DVD/VCR Combo
0,6045c92fa949c739d34f39a0,Hitachi,Display
0,6045c92fa949c739d34f39a1,Hitachi,LCD
0,6045c92fa949c739d34f39a3,Hitachi,Plasma
0,6045c92fa949c739d34f39a2,Hitachi,Monitor
0,6045c92fa949c739d34f399b,Hitachi,CD Player
0,6045c92fa949c739d34f399d,Hitachi,DSS
0,6045c92fa949c739d34f39a4,Hitachi,TV
0,6045c92fa949c739d34f39a5,Hitachi,VCR
0,6045c92fa949c739d34f39a6,Hitachi,Video Projector
0,6045c930a949c739d34f39a7,Hiteker,DVD Player
0,6045c930a949c739d34f39a8,Homecast,Satellite Receiver
0,6045c930a949c739d34f39a9,Hughes,DSS
0,6045c930a949c739d34f39ab,Hughes,HD Satellite HD Tivo
0,6045c930a949c739d34f39aa,Hughes,DVR
0,6045c930a949c739d34f39ac,Hughes,HD with TiVo
0,6045c930a949c739d34f39ad,Hughes,Sat/TiVo
0,6045c930a949c739d34f39ae,Hughes,Satellite
0,6045c930a949c739d34f39af,Hughes,TiVo
0,6045c930a949c739d34f39b0,Hughes,VCR
0,6045c930a949c739d34f39b1,Humax,Com Hem Box
0,6045c930a949c739d34f39b2,Humax,DVD/VCR Combo
0,6045c930a949c739d34f39b4,Humax,Satellite
0,6045c930a949c739d34f39b5,Humax,Tivo + DVD
0,6045c930a949c739d34f39b3,Humax,HDTV Tuner
0,6045c930a949c739d34f39b6,IR4PS3,Blu-Ray
0,6045c930a949c739d34f39b7,I-O Data,DVD Player
0,6045c930a949c739d34f39b8,Imerge,Digital Jukebox
0,6045c930a949c739d34f39b9,InFocus,DLP Projector
0,6045c930a949c739d34f39ba,InFocus,Plasma
0,6045c930a949c739d34f39bb,InFocus,Projector
0,6045c930a949c739d34f39bc,InFocus,Video Projector
0,6045c930a949c739d34f39bd,Insignia,Blu-Ray
0,6045c930a949c739d34f39bf,Insignia,DVD/VCR Combo
0,6045c930a949c739d34f39be,Insignia,DVD Player
0,6045c930a949c739d34f39c0,Insignia,TV
0,6045c930a949c739d34f39c1,Instant Replay,VCR
0,6045c931a949c739d34f39c2,Integra,Amplifier
0,6045c931a949c739d34f39c3,Integra,Blu-Ray
0,6045c931a949c739d34f39c4,Integra,CD Player
0,6045c931a949c739d34f39c5,Integra,DVD Player
0,6045c931a949c739d34f39c6,Integra,Digital Audio
0,6045c931a949c739d34f39c7,Integra,HD DVD
0,6045c931a949c739d34f39c8,Integra,Integrated Amplifier
0,6045c931a949c739d34f39c9,Integra,Media PC
0,6045c931a949c739d34f39ca,Integra,Pre-Amplifier
0,6045c931a949c739d34f39cb,Integra,Receiver
0,6045c931a949c739d34f39cc,Integra,Tuner
0,6045c931a949c739d34f39cd,Integra,iPod
0,6045c931a949c739d34f39ce,IntelliNet Controls,Distributed Audio
0,6045c931a949c739d34f39cf,Intervideo,VCR
0,6045c931a949c739d34f39d1,JBL,Surround Processor
0,6045c931a949c739d34f39d0,JBL,Receiver
0,6045c931a949c739d34f39d2,JENSEN,VCR
0,6045c931a949c739d34f39d3,JVC,CD Jukebox
0,6045c931a949c739d34f39d4,JVC,CD Player
0,6045c931a949c739d34f39d5,JVC,Camcorder
0,6045c931a949c739d34f39d7,JVC,D-VHS
0,6045c931a949c739d34f39d6,JVC,Cassette Tape
0,6045c931a949c739d34f39d8,JVC,DVD Player
0,6045c931a949c739d34f39d9,JVC,DVD Recorder
0,6045c931a949c739d34f39da,JVC,DVD/VCR Combo
0,6045c931a949c739d34f39db,JVC,HD-ILA Projection
0,6045c931a949c739d34f39dc,JVC,Karaoke
0,6045c931a949c739d34f39dd,JVC,LCD
0,6045c931a949c739d34f39de,JVC,LCD TV
0,6045c931a949c739d34f39df,JVC,Mini System
0,6045c931a949c739d34f39e0,JVC,Monitor
0,6045c931a949c739d34f39e1,JVC,Plasma
0,6045c931a949c739d34f39e2,JVC,Projector
0,6045c931a949c739d34f39e3,JVC,Receiver
0,6045c931a949c739d34f39e4,JVC,S-VHS
0,6045c931a949c739d34f39e5,JVC,Satellite
0,6045c931a949c739d34f39e6,JVC,Switcher
0,6045c931a949c739d34f39e7,JVC,TV
0,6045c931a949c739d34f39e8,JVC,Tuner
0,6045c931a949c739d34f39e9,JVC,VCR
0,6045c931a949c739d34f39ea,JVC,VCR/DVD Combo
0,6045c931a949c739d34f39eb,JVC,VCR/MiniDV
0,6045c931a949c739d34f39ec,JVC,Video Projector
0,6045c931a949c739d34f39ed,JVC,Video Switcher
0,6045c931a949c739d34f39ee,Jamo,DVD Receiver
0,6045c931a949c739d34f39ef,Jerrold,Cable Box
0,6045c931a949c739d34f39f0,KEY DIGITAL,Component Switcher
0,6045c931a949c739d34f39f1,KEY DIGITAL,Matrix Switcher
0,6045c931a949c739d34f39f3,KEY DIGITAL,Video Switcher
0,6045c931a949c739d34f39f2,KEY DIGITAL,Switcher
0,6045c931a949c739d34f39f4,Kaleidescape,DVD Player
0,6045c931a949c739d34f39f5,Kaleidescape,Distributed
0,6045c932a949c739d34f39f7,Kathrein,Satellite
0,6045c932a949c739d34f39f6,Kathrein,DVBS-Receiver
0,6045c932a949c739d34f39f8,Kawasaki,DVD/Amp
0,6045c932a949c739d34f39f9,Kensington,MP3 Player
